PackID,Avg_syn_flag,Avg_fin_flag,Avg_ack_flag,Avg_psh_flag,Avg_rst_flag,Avg_DNS_pkt,Avg_TCP_pkt,Avg_UDP_pkt,Avg_ICMP_pkt,Duration_window_flow,Avg_delta_time,Min_delta_time,Max_delta_time,StDev_delta_time,Avg_pkts_lenght,Min_pkts_lenght,Max_pkts_lenght,StDev_pkts_lenght,Avg_small_payload_pkt,Avg_payload,Min_payload,Max_payload,StDev_payload,Avg_DNS_over_TCP,Label
531,0,0.1,0.7,0.1,0.1,0,1,0,0,0.01332,0.001332,4.00E-05,0.009918,0.003192007,629.7,54,1494,741.941305,0.6,575.7,0,1440,741.941305,0,Windows10
532,0,0,0,0,0,0,0,1,0,0.003483,0.0003483,0,0.001684,0.000568925,863.2,70,1392,682.6778645,0,0,0,0,0,0,Windows10
533,0,0,0.9,0.1,0,0,1,0,0,0.001453,0.0001453,0,0.000676,0.000251135,690,54,1454,676.6770114,0.5,636,0,1400,676.6770114,0,Windows10
534,0,0,0.9,0.1,0,0,1,0,0,0.003328,0.0003328,0,0.002761,0.000902465,943.6,60,1454,669.666451,0.3,884,0,1400,677.7275756,0,Windows10
535,0,0,0,0,0,0,0,1,0,0.006024,0.0006024,0,0.002921,0.001119018,1259.9,71,1392,417.7368789,0,0,0,0,0,0,Windows10
536,0,0,0,0,0,0,0,1,0,0.009859,0.0009859,0,0.003028,0.00118787,1260.2,74,1392,416.7881956,0,0,0,0,0,0,Windows10
537,0.1,0,0.3,0.6,0,0,1,0,0,0.009339,0.0009339,2.90E-05,0.004274,0.001414059,253.6,54,1454,424.0935955,0.3,198.4,0,1400,424.6999464,0,Windows10
538,0,0,0.8,0.2,0,0,1,0,0,0.004241,0.0004241,0,0.00154,0.000596436,108.6,54,309,105.6484737,0.8,54.6,0,255,105.6484737,0,Windows10
539,0,0,0,0,0,0,0,1,0,0.005253,0.0005253,0,0.003061,0.001040003,1259.9,71,1392,417.7368789,0,0,0,0,0,0,Windows10
540,0,0,1,0,0,0,1,0,0,0.003427,0.0003427,0,0.002009,0.000726448,931.2,54,1514,752.3942229,0.4,877.2,0,1460,752.3942229,0,Windows10
541,0,0,0.3,0.2,0,0.4,0.5,0.5,0,0.087011,0.0087011,9.70E-05,0.042067,0.014461001,77.7,54,156,30.30236514,0.3,14.7,0,102,43.48333014,0.1,Windows10
542,0,0,1,0,0,0,1,0,0,0.015553,0.0015553,5.00E-05,0.005332,0.001949348,1034,54,1454,676.2642482,0.3,980,0,1400,676.2642482,0,Windows10
543,0,0,1,0,0,0,1,0,0,0.004694,0.0004694,1.00E-06,0.001659,0.000606995,1076,54,1514,705.2470016,0.3,1022,0,1460,705.2470016,0,Windows10
544,0,0,0.2,0.8,0,0,1,0,0,0.119227,0.0119227,0,0.088858,0.029452678,432.9,54,1100,410.7690484,0.3,378.9,0,1046,410.7690484,0,Windows10
545,0,0,0,0,0,0,0,1,0,0.066184,0.0066184,0,0.034216,0.013072434,786.5,62,1392,660.1119854,0,0,0,0,0,0,Windows10
546,0,0,0,0,0,0,0,1,0,0.009711,0.0009711,0,0.003556,0.001195241,1259.9,71,1392,417.7368789,0,0,0,0,0,0,Windows10
547,0,0,0.9,0,0,0.1,0.9,0.1,0,0.012128,0.0012128,0,0.008484,0.002868615,1079.6,54,1514,699.5190729,0.2,1022,0,1460,643.7994857,0.016666667,Windows10
548,0,0,1,0,0,0,1,0,0,0.004894,0.0004894,0,0.002225,0.00082063,930,54,1514,753.9407581,0.4,876,0,1460,753.9407581,0,Windows10
549,0,0,0,0,0,0,0,1,0,0.006898,0.0006898,1.00E-06,0.001981,0.000669697,1259.9,71,1392,417.7368789,0,0,0,0,0,0,Windows10
550,0,0,0,0,0,0,0,1,0,0.001683,0.0001683,0,0.000907,0.000304789,1260.2,74,1392,416.7881956,0,0,0,0,0,0,Windows10
551,0,0,0,0,0,0,0,1,0,0.00348,0.000348,0,0.002505,0.000813673,1261.2,84,1392,413.625918,0,0,0,0,0,0,Windows10
552,0,0,0,0,0,0,0,1,0,0.003142,0.0003142,0,0.001928,0.000714526,1392,1392,1392,0,0,0,0,0,0,0,Windows10
553,0,0,0,0,0,0,0,1,0,0.003542,0.0003542,0,0.002355,0.000752855,1260.2,74,1392,416.7881956,0,0,0,0,0,0,Windows10
554,0.2,0.2,0.2,0,0,0,0.6,0.1,0.3,0.908994,0.0908994,0.000154,0.732391,0.238376526,81.9,54,182,40.58584866,0.6,0,0,0,0,0,Windows10
555,0,0,0.9,0.1,0,0,1,0,0,0.005509,0.0005509,0,0.005328,0.001768962,757.4,54,1454,734.3054466,0.5,703.4,0,1400,734.3054466,0,Windows10
556,0,0,0,0,0,0,0,1,0,0.007078,0.0007078,0,0.004332,0.001532337,1260.6,78,1392,415.5232845,0,0,0,0,0,0,Windows10
557,0,0,0,0,0,0,0,1,0,0.004999,0.0004999,0,0.004527,0.001492843,1261.6,88,1392,412.3610069,0,0,0,0,0,0,Windows10
558,0,0,0.4,0,0,0.1,0.4,0.1,0.5,1.504179,0.1504179,0.002437,0.406056,0.15471902,91.4,55,154,32.67074804,0.4,1.4,1,6,2.886751346,0.025,Windows10
559,0,0.4,0.6,0,0,0,1,0,0,0.004023,0.0004023,0,0.001745,0.000547541,54,54,54,0,1,0,0,0,0,0,Windows10
560,0,0,1,0,0,0,1,0,0,0.004471,0.0004471,0,0.00181,0.000707772,1076,54,1514,705.2470016,0.3,1022,0,1460,705.2470016,0,Windows10
561,0,0,0,0,0,0,0,1,0,0.005536,0.0005536,0,0.00278,0.001112389,1392,1392,1392,0,0,0,0,0,0,0,Windows10
562,0,0.1,0.1,0,0,0,0.2,0.8,0,0.008799,0.0008799,0,0.002787,0.000999012,860,54,1392,686.8297541,0.2,0,0,0,0,0,Windows10
563,0,0,0,0,0,0,0,1,0,0.005777,0.0005777,1.00E-06,0.004289,0.00145122,1392,1392,1392,0,0,0,0,0,0,0,Windows10
564,0,0,1,0,0,0,1,0,0,0.00488,0.000488,0,0.001943,0.000684749,784,54,1514,769.487564,0.5,730,0,1460,769.487564,0,Windows10
565,0,0,0,0,0,0,0,1,0,0.010718,0.0010718,0,0.003356,0.00119107,1259.9,71,1392,417.7368789,0,0,0,0,0,0,Windows10
566,0,0,0,0,0,0,0,1,0,0.006101,0.0006101,0,0.006095,0.002031417,1392,1392,1392,0,0,0,0,0,0,0,Windows10
567,0.1,0,0.8,0.1,0,0,1,0,0,0.00297,0.000297,0,0.001504,0.000543527,553.8,54,1454,646.4612732,0.5,498.6,0,1400,647.4777045,0,Windows10
568,0,0,0,0,0,0,0,1,0,0.007481,0.0007481,1.00E-06,0.003368,0.001084009,1128.4,74,1392,555.7175941,0,0,0,0,0,0,Windows10
569,0,0,0.9,0.1,0,0,1,0,0,0.00789,0.000789,0,0.006695,0.002191712,1076,54,1514,705.2470016,0.3,1022,0,1460,705.2470016,0,Windows10
570,0,0,0,0,0,0,0,1,0,0.004638,0.0004638,1.00E-06,0.001279,0.000424765,1259.9,71,1392,417.7368789,0,0,0,0,0,0,Windows10
571,0.5,0,0.5,0,0,0,1,0,0,0.004651,0.0004651,1.60E-05,0.003541,0.001136394,480,54,1454,672.1408583,0.7,420,0,1400,676.2642482,0,Windows10
572,0,0,0,0,0,0,0,1,0,0.011573,0.0011573,1.00E-06,0.005,0.001750462,998.5,71,1392,633.6410218,0,0,0,0,0,0,Windows10
573,0,0,0,0,0,0,0,1,0,0.002999,0.0002999,0,0.001529,0.000659717,1392,1392,1392,0,0,0,0,0,0,0,Windows10
574,0,0,1,0,0,0,1,0,0,0.003166,0.0003166,2.00E-06,0.001396,0.000539143,659.6,90,1514,735.350438,0.6,584,0,1460,753.9407581,0,Windows10
575,0,0,1,0,0,0,1,0,0,4.00E-05,4.00E-06,0,3.60E-05,1.18E-05,1370,74,1514,455.3679831,0.1,1314,0,1460,461.6925384,0,Windows10
576,0,0,1,0,0,0,1,0,0,0.003676,0.0003676,0,0.001393,0.000449357,746.2,54,1454,721.1359557,0.5,692.2,0,1400,721.1359557,0,Windows10
577,0,0,0.8,0.2,0,0,1,0,0,0.101197,0.0101197,0,0.085972,0.028228035,1040.3,60,1484,678.3850185,0.3,986.3,6,1430,678.3850185,0,Windows10
578,0,0,0,0,0,0,0,1,0,0.024037,0.0024037,0,0.006791,0.002459261,995.7,71,1392,638.1036227,0,0,0,0,0,0,Windows10
579,0,0,0,0,0,0,0,1,0,0.001915,0.0001915,0,0.001428,0.000467896,1260.6,78,1392,415.5232845,0,0,0,0,0,0,Windows10
580,0,0,1,0,0,0,1,0,0,0.004376,0.0004376,1.00E-06,0.001868,0.000623185,784,54,1514,769.487564,0.5,730,0,1460,769.487564,0,Windows10
581,0,0,0,0,0,0,0,1,0,0.00269,0.000269,0,0.00211,0.000690481,1260.2,74,1392,416.7881956,0,0,0,0,0,0,Windows10
582,0,0,0,0,0,0,0,1,0,0.001737,0.0001737,0,0.00162,0.000536442,1261.9,91,1392,411.4123236,0,0,0,0,0,0,Windows10
583,0,0,1,0,0,0,1,0,0,0.011009,0.0011009,5.60E-05,0.004617,0.0014655,651.3,54,1454,694.0118555,0.5,597.3,0,1400,694.0118555,0,Windows10
584,0,0,0,0,0,0,0,1,0,0.014087,0.0014087,0,0.006985,0.002999808,1260.2,74,1392,416.7881956,0,0,0,0,0,0,Windows10
585,0,0,1,0,0,0,1,0,0,0.00468,0.000468,1.00E-06,0.001376,0.00051766,1034,54,1454,676.2642482,0.3,980,0,1400,676.2642482,0,Windows10
586,0,0,0,0,0,0,0,1,0,0.011701,0.0011701,2.00E-06,0.003071,0.001107463,997.8,78,1392,634.7223015,0,0,0,0,0,0,Windows10
587,0,0.1,0.4,0.5,0,0,1,0,0,0.140205,0.0140205,3.40E-05,0.106236,0.03433792,473,54,1307,525.808795,0.4,419,0,1253,525.808795,0,Windows10
588,0,0,0,0,0,0,0,1,0,0.005203,0.0005203,1.00E-06,0.001449,0.000571668,1129.2,78,1392,554.0310461,0,0,0,0,0,0,Windows10
589,0,0,1,0,0,0,1,0,0,0.003755,0.0003755,1.00E-06,0.001757,0.000601107,894,54,1454,722.9568913,0.4,840,0,1400,722.9568913,0,Windows10
590,0.1,0,0.5,0.1,0,0.3,0.7,0.3,0,0.215289,0.0215289,1.00E-06,0.076436,0.030167484,484.1,54,1494,672.7816965,0.4,421.2,0,1440,751.3325305,0.1,Windows10
591,0,0,0,0,0,0,0,1,0,0.005155,0.0005155,0,0.002153,0.000850744,1259.9,71,1392,417.7368789,0,0,0,0,0,0,Windows10
592,0,0,0,0,0,0,0,1,0,0.0023,0.00023,6.60E-05,0.000955,0.000266453,866.4,78,1392,678.5466823,0,0,0,0,0,0,Windows10
593,0,0,0,0,0,0,0,1,0,0.004226,0.0004226,0,0.003286,0.001078353,1260.4,76,1392,416.1557401,0,0,0,0,0,0,Windows10
594,0,0,0,0,0,0,0,1,0,0.002587,0.0002587,0,0.001648,0.000556777,1261.4,86,1392,412.9934624,0,0,0,0,0,0,Windows10
595,0,0,0.9,0.1,0,0,1,0,0,0.0001,1.00E-05,0,9.50E-05,3.15E-05,1368,54,1514,461.6925384,0.1,1314,0,1460,461.6925384,0,Windows10
596,0,0,1,0,0,0,1,0,0,0.004937,0.0004937,0,0.003087,0.001026431,1076,54,1514,705.2470016,0.3,1022,0,1460,705.2470016,0,Windows10
597,0,0,0.6,0.2,0,0,0.8,0.2,0,3.00E-06,3.00E-07,0,1.00E-06,5.00E-07,990.6,60,1514,681.7769593,0.1,931.5,6,1460,548.6914141,0,Windows10
598,0,0,0.3,0.3,0.1,0,0.7,0.1,0.2,2.231746,0.2231746,0.00879,1.130436,0.385904273,128.3,54,684,195.5556471,0.6,68,0,630,235.2292701,0,Windows10
599,0,0,0.3,0.7,0,0,1,0,0,0.090291,0.0090291,1.00E-06,0.044812,0.015680087,198.4,54,552,159.6908124,0.3,143.2,0,498,160.8372538,0,Windows10
600,0,0.1,0.5,0.4,0,0,1,0,0,0.046313,0.0046313,8.70E-05,0.039003,0.012720356,570.6,54,1514,618.5030674,0.4,516.6,0,1460,618.5030674,0,Windows10
601,0,0,0,0,0,0,0,1,0,0.000224,2.24E-05,0,6.90E-05,2.58E-05,1259.8,70,1392,418.0531067,0,0,0,0,0,0,Windows10
602,0,0,0.7,0.3,0,0,1,0,0,0.004198,0.0004198,0,0.002736,0.000961364,881.7,74,1514,700.8420412,0.4,819.7,0,1460,711.087438,0,Windows10
603,0,0,0,0,0,0,0,1,0,0.003727,0.0003727,0,0.002398,0.000778381,1260.8,80,1392,414.890829,0,0,0,0,0,0,Windows10
604,0,0,0.7,0.2,0,0.1,0.9,0.1,0,0.009833,0.0009833,5.20E-05,0.004184,0.001413598,561.4,54,1514,676.0642967,0.4,505.2,0,1460,693.8816542,0.025,Windows10
605,0,0,0.8,0.1,0,0,0.9,0.1,0,0.005735,0.0005735,0,0.004268,0.001393879,890.2,54,1514,727.2526384,0.3,834.6,0,1460,708.2188927,0,Windows10
606,0,0,1,0,0,0,1,0,0,0.005395,0.0005395,0,0.004482,0.001468904,1174,54,1454,590.2918299,0.2,1120,0,1400,590.2918299,0,Windows10
607,0,0,0.9,0.1,0,0,1,0,0,0.008918,0.0008918,0,0.006144,0.002036688,899.1,54,1454,716.5240866,0.3,845.1,0,1400,716.5240866,0,Windows10
608,0,0,1,0,0,0,1,0,0,0.00527,0.000527,4.60E-05,0.001224,0.000456842,1076,54,1514,705.2470016,0.3,1022,0,1460,705.2470016,0,Windows10
609,0,0,0,0,0,0,0,1,0,0.005675,0.0005675,0,0.002936,0.001067828,755.5,117,1392,670.9305727,0,0,0,0,0,0,Windows10
610,0,0,1,0,0,0,1,0,0,0.003466,0.0003466,0,0.001426,0.000531143,791.2,54,1514,762.0114901,0.5,730,0,1460,769.487564,0,Windows10
611,0,0,0,0,0,0,0,1,0,0.014927,0.0014927,0,0.006665,0.002621616,1128.4,74,1392,555.7175941,0,0,0,0,0,0,Windows10
612,0,0,0.9,0.1,0,0,1,0,0,0.001817,0.0001817,0,0.000903,0.000306133,926.6,90,1454,682.8945258,0.3,861.8,0,1400,697.657318,0,Windows10
613,0.1,0,0.9,0,0,0,1,0,0,0.002189,0.0002189,0,0.000703,0.000307887,931.2,54,1514,752.3995393,0.4,876,0,1460,753.9407581,0,Windows10
614,0,0,1,0,0,0,1,0,0,0.001868,0.0001868,0,0.001049,0.000332816,944.4,90,1514,735.350438,0.4,876,0,1460,753.9407581,0,Windows10
615,0,0,1,0,0,0,1,0,0,0.005621,0.0005621,1.00E-06,0.00203,0.000778547,1076,54,1514,705.2470016,0.3,1022,0,1460,705.2470016,0,Windows10
616,0,0,0,0,0,0,0,1,0,0.004753,0.0004753,0,0.002234,0.000760323,1262.8,100,1392,408.5662737,0,0,0,0,0,0,Windows10
617,0,0,0.8,0.2,0,0,1,0,0,0.007154,0.0007154,1.00E-06,0.003065,0.001028768,876.8,54,1514,719.5470489,0.3,822.8,0,1460,719.5470489,0,Windows10
618,0,0,0.9,0,0,0,0.9,0.1,0,0.008446,0.0008446,0,0.003933,0.001429232,1078.3,54,1514,701.5715771,0.2,1022,0,1460,643.7994857,0,Windows10
619,0,0,0,0,0,0,0,1,0,0.001009,0.0001009,0,0.000735,0.000249868,1259.9,71,1392,417.7368789,0,0,0,0,0,0,Windows10
620,0,0,1,0,0,0,1,0,0,0.004009,0.0004009,1.00E-06,0.001718,0.000560345,1082,66,1514,695.5963069,0.3,1022,0,1460,705.2470016,0,Windows10
621,0,0,0.5,0.4,0.1,0,1,0,0,0.421649,0.0421649,7.00E-05,0.145283,0.056556597,79.2,54,139,31.73081222,0.6,25.2,0,85,31.73081222,0,Windows10
622,0,0,0,0,0,0,0,1,0,0.000892,8.92E-05,0,0.000515,0.000180801,999.8,84,1392,631.5022301,0,0,0,0,0,0,Windows10
623,0,0,0.9,0.1,0,0,1,0,0,0.010214,0.0010214,0,0.004781,0.001956622,1025.8,54,1454,671.0830053,0.3,971.8,0,1400,671.0830053,0,Windows10
624,0,0,1,0,0,0,1,0,0,0.003408,0.0003408,0,0.001468,0.000551842,1086.8,90,1514,687.8573496,0.3,1022,0,1460,705.2470016,0,Windows10
625,0,0,0.4,0.6,0,0,1,0,0,0.076128,0.0076128,0,0.074336,0.024706137,734.6,54,1514,556.2308074,0.2,680.6,0,1460,556.2308074,0,Windows10
626,0,0,1,0,0,0,1,0,0,0.047476,0.0047476,0,0.042828,0.014161778,944.4,90,1514,735.350438,0.4,876,0,1460,753.9407581,0,Windows10
627,0,0,0.6,0.4,0,0,1,0,0,0.061791,0.0061791,3.00E-06,0.047121,0.015444959,592.5,54,1514,667.3225524,0.4,538.5,0,1460,667.3225524,0,Windows10
628,0,0,1,0,0,0,1,0,0,0.004847,0.0004847,6.70E-05,0.001032,0.000374637,1068.8,54,1514,700.6309537,0.3,1014.8,0,1460,700.6309537,0,Windows10
629,0,0,1,0,0,0,1,0,0,0.000266,2.66E-05,1.00E-06,7.20E-05,2.05E-05,343.6,66,1454,585.2321856,0.8,280,0,1400,590.2918299,0,Windows10
630,0,0,0,0,0,0,0,1,0,0.003864,0.0003864,0,0.003652,0.001210446,1259.9,71,1392,417.7368789,0,0,0,0,0,0,Windows10
631,0,0,1,0,0,0,1,0,0,0.001153,0.0001153,0,0.000955,0.00031087,747.4,90,1454,696.8309535,0.5,675.4,0,1400,715.7020174,0,Windows10
632,0,0,0.9,0.1,0,0,1,0,0,0.005381,0.0005381,0,0.00181,0.000676562,779.4,54,1514,762.30822,0.5,725.4,0,1460,762.30822,0,Windows10
633,0,0,0.6,0,0.4,0,1,0,0,1.142888,0.1142888,1.00E-06,0.558557,0.204546075,54.5,54,55,0.527046277,1,0.5,0,1,0.527046277,0,Windows10
634,0,0,1,0,0,0,1,0,0,0.010643,0.0010643,0,0.005454,0.00201624,1222,54,1514,615.5900512,0.2,1168,0,1460,615.5900512,0,Windows10
635,0,0,1,0,0,0,1,0,0,0.005001,0.0005001,0,0.004125,0.001358706,1176.4,66,1454,585.2321856,0.2,1120,0,1400,590.2918299,0,Windows10
636,0,0,0,0,0,0,0,1,0,0.004963,0.0004963,0,0.001079,0.000378566,1259.9,71,1392,417.7368789,0,0,0,0,0,0,Windows10
637,0,0,0,0,0,0,0,1,0,0.005464,0.0005464,0,0.003089,0.001167438,1259.9,71,1392,417.7368789,0,0,0,0,0,0,Windows10
638,0.1,0,0.8,0.1,0,0,1,0,0,0.007093,0.0007093,0,0.005671,0.001859105,642,54,1454,703.8585717,0.5,587.6,0,1400,704.228372,0,Windows10
639,0,0,1,0,0,0,1,0,0,0.003273,0.0003273,0,0.001203,0.000493778,1076,54,1514,705.2470016,0.3,1022,0,1460,705.2470016,0,Windows10
640,0,0.4,0.4,0.1,0,0,0.9,0.1,0,0.076304,0.0076304,6.00E-05,0.027845,0.011704847,60.2,54,93,13.603921,0.8,3.9,0,39,13,0,Windows10
641,0,0,1,0,0,0,1,0,0,0.00413,0.000413,6.80E-05,0.001763,0.00059956,784,54,1514,769.487564,0.5,730,0,1460,769.487564,0,Windows10
642,0,0,1,0,0,0,1,0,0,0.007604,0.0007604,1.00E-06,0.002128,0.000962603,1034,54,1454,676.2642482,0.3,980,0,1400,676.2642482,0,Windows10
643,0,0,1,0,0,0,1,0,0,0.006013,0.0006013,0,0.003908,0.001278271,1222,54,1514,615.5900512,0.2,1168,0,1460,615.5900512,0,Windows10
644,0,0,0,0,0,0,0,1,0,0.002584,0.0002584,0,0.002372,0.000784838,1260.2,74,1392,416.7881956,0,0,0,0,0,0,Windows10
645,0,0,0.8,0.2,0,0,1,0,0,0.015301,0.0015301,0,0.014279,0.004727339,1085.4,54,1514,690.2822611,0.2,1031.4,0,1460,690.2822611,0,Windows10
646,0,0,1,0,0,0,1,0,0,0.00014,1.40E-05,0,7.50E-05,3.02E-05,1229.2,90,1514,600.4111184,0.2,1168,0,1460,615.5900512,0,Windows10
647,0,0,0,0,0,0,0,1,0,0.012931,0.0012931,0,0.00832,0.002833664,1259.9,71,1392,417.7368789,0,0,0,0,0,0,Windows10
648,0,0,0,1,0,0,1,0,0,0.000336,3.36E-05,2.60E-05,7.60E-05,1.48E-05,262.3,149,416,81.6388388,0,208.3,95,362,81.6388388,0,Windows10
649,0.1,0.1,0.2,0.1,0,0,0.5,0.5,0,0.030567,0.0030567,9.50E-05,0.013375,0.00440711,169.4,54,730,214.1521785,0.4,19.9,0,199,88.9955055,0,Windows10
650,0,0,1,0,0,0,1,0,0,0.00392,0.000392,0,0.002213,0.000754975,635.6,90,1454,704.3665712,0.6,560,0,1400,722.9568913,0,Windows10
651,0,0,1,0,0,0,1,0,0,0.005362,0.0005362,0,0.00253,0.000839724,1076,54,1514,705.2470016,0.3,1022,0,1460,705.2470016,0,Windows10
652,0,0,0.8,0.2,0,0,1,0,0,0.005356,0.0005356,3.70E-05,0.001224,0.000450302,932.5,54,1514,749.4779294,0.4,878.5,0,1460,749.4779294,0,Windows10
653,0,0,0,0,0,0,0,1,0,0.01012,0.001012,1.00E-06,0.003586,0.001349836,1127.4,62,1392,557.8355393,0,0,0,0,0,0,Windows10
654,0,0,1,0,0,0,1,0,0,0.011424,0.0011424,0,0.006112,0.002498566,1229.2,90,1514,600.4111184,0.2,1168,0,1460,615.5900512,0,Windows10
655,0,0,1,0,0,0,1,0,0,0.007286,0.0007286,0,0.003632,0.001212769,1174,54,1454,590.2918299,0.2,1120,0,1400,590.2918299,0,Windows10
656,0,0,0,0,0,0,0,1,0,0.007303,0.0007303,0,0.004109,0.00142623,1128.4,74,1392,555.7175941,0,0,0,0,0,0,Windows10
657,0,0,1,0,0,0,1,0,0,0.009174,0.0009174,4.90E-05,0.002728,0.000949711,1076,54,1514,705.2470016,0.3,1022,0,1460,705.2470016,0,Windows10
658,0,0,0.9,0.1,0,0,1,0,0,0.001488,0.0001488,0,0.000555,0.000220155,655.7,54,1514,740.6678743,0.5,601.7,0,1460,740.6678743,0,Windows10
659,0.1,0,0.3,0,0.1,0,0.5,0.5,0,0.087193,0.0087193,0.000236,0.032294,0.011408617,279,54,1392,473.2417752,0.5,1.3,0,6,3.130495168,0,Windows10
660,0,0,1,0,0,0,1,0,0,0.0073,0.00073,0,0.004191,0.001339383,1076,54,1514,705.2470016,0.3,1022,0,1460,705.2470016,0,Windows10
661,0.1,0,0.6,0.1,0,0.2,0.8,0.2,0,0.04699,0.004699,6.90E-05,0.027779,0.009197349,271.3,54,1514,457.495853,0.6,177.9,0,1460,511.6854328,0.04,Windows10
662,0,0,0,0,0,0,0,1,0,0.004513,0.0004513,0,0.003445,0.0011352,1259.9,71,1392,417.7368789,0,0,0,0,0,0,Windows10
663,0.4,0,0.2,0.2,0,0.1,0.8,0.2,0,0.062138,0.0062138,3.00E-06,0.036181,0.01346677,157.8,54,550,168.9870475,0.6,48.6,0,243,112.4871421,0.1,Windows10
664,0,0,0,0,0,0,0,1,0,0.005976,0.0005976,0,0.004008,0.001325416,1260.5,78,1392,415.488267,0,0,0,0,0,0,Windows10
665,0,0,0,0,0,0,0,1,0,0.00751,0.000751,0,0.006645,0.002197461,1261.7,89,1392,412.0447791,0,0,0,0,0,0,Windows10
666,0,0,1,0,0,0,1,0,0,0.008288,0.0008288,1.00E-06,0.005849,0.001960638,642.8,54,1514,749.8238015,0.6,584,0,1460,753.9407581,0,Windows10
667,0,0,0,0,0,0,0,1,0,0.002292,0.0002292,0,0.002288,0.0007625,1392,1392,1392,0,0,0,0,0,0,0,Windows10
668,0,0,1,0,0,0,1,0,0,0.001627,0.0001627,0,0.001143,0.000366158,1076,54,1514,705.2470016,0.3,1022,0,1460,705.2470016,0,Windows10
669,0,0,1,0,0,0,1,0,0,0.023887,0.0023887,5.90E-05,0.010412,0.003681202,1034,54,1454,676.2642482,0.3,980,0,1400,676.2642482,0,Windows10
670,0,0,0.5,0.5,0,0,1,0,0,0.017077,0.0017077,3.40E-05,0.010645,0.003365353,631.4,54,1514,623.8833937,0.3,576.2,0,1460,625.1020894,0,Windows10
671,0,0,0,0,0,0,0,1,0,0.000382,3.82E-05,0,0.000187,6.15E-05,864.8,74,1392,680.6122734,0,0,0,0,0,0,Windows10
672,0,0,0,0,0,0,0,1,0,0.007425,0.0007425,0,0.004094,0.001336412,1261.9,91,1392,411.4123236,0,0,0,0,0,0,Windows10
673,0,0,0,0,0,0,0,1,0,0.003549,0.0003549,0,0.002573,0.000828919,1259.9,71,1392,417.7368789,0,0,0,0,0,0,Windows10
674,0,0,0.9,0.1,0,0,1,0,0,0.009089,0.0009089,0,0.007098,0.002327001,1076,54,1514,705.2470016,0.3,1022,0,1460,705.2470016,0,Windows10
675,0.1,0,0.7,0.2,0,0,1,0,0,0.008283,0.0008283,0,0.006814,0.002223004,147.3,54,903,265.7651637,0.8,89.3,0,849,267.1944984,0,Windows10
676,0,0.3,0.5,0.1,0,0,0.9,0.1,0,0.407351,0.0407351,4.00E-05,0.166743,0.060941417,206.7,54,1514,459.4758004,0.8,149.2,0,1460,485.4407219,0,Windows10
677,0,0,0.8,0.1,0,0,0.9,0.1,0,0.030137,0.0030137,4.40E-05,0.005948,0.002151648,132.3,54,778,226.9136155,0.8,76.6,0,724,239.5915506,0,Windows10
678,0,0,1,0,0,0,1,0,0,0.004989,0.0004989,6.00E-05,0.001125,0.000396758,1076,54,1514,705.2470016,0.3,1022,0,1460,705.2470016,0,Windows10
679,0,0,0,0,0,0,0,1,0,0.002683,0.0002683,0,0.00203,0.000683476,1392,1392,1392,0,0,0,0,0,0,0,Windows10
680,0,0,1,0,0,0,1,0,0,0.009184,0.0009184,4.50E-05,0.004734,0.001454704,1076,54,1514,705.2470016,0.3,1022,0,1460,705.2470016,0,Windows10
681,0.1,0,0.4,0.5,0,0,1,0,0,0.019643,0.0019643,9.80E-05,0.013339,0.004212528,185.6,54,587,210.9924696,0.5,130.4,0,533,211.780914,0,Windows10
682,0,0,1,0,0,0,1,0,0,0.004202,0.0004202,1.00E-06,0.001145,0.000471279,922.8,54,1514,748.0648813,0.4,868.8,0,1460,748.0648813,0,Windows10
683,0,0,0,0,0,0,0,1,0,0.074377,0.0074377,1.00E-06,0.023786,0.010091194,501.5,62,1392,555.9103145,0,0,0,0,0,0,Windows10
684,0,0,0.9,0.1,0,0,1,0,0,0.021442,0.0021442,0,0.01483,0.00485724,1127.7,54,1514,637.7192085,0.2,1073.7,0,1460,637.7192085,0,Windows10
685,0,0,0,0,0,0,0,1,0,0.006085,0.0006085,0,0.00145,0.000496836,1259.9,71,1392,417.7368789,0,0,0,0,0,0,Windows10
686,0.2,0,0.3,0.4,0,0.1,0.9,0.1,0,0.026034,0.0026034,1.00E-06,0.012003,0.003664438,231.4,54,571,230.7250408,0.5,126.2,0,517,215.2549522,0.02,Windows10
687,0,0,0,0,0,0,0,1,0,0.006945,0.0006945,0,0.00444,0.00146341,1189.6,71,1392,450.8747547,0,0,0,0,0,0,Windows10
688,0,0,0,0,0,0,0,1,0,0.002933,0.0002933,1.00E-06,0.001137,0.000432386,1259.9,71,1392,417.7368789,0,0,0,0,0,0,Windows10
689,0,0,0.3,0.3,0,0,0.6,0.4,0,5.076838,0.5076838,3.10E-05,3.073031,0.96973563,68.3,54,78,10.33924562,0.6,7.8,0,24,12.24744871,0,Windows10
690,0,0,0,0,0,0,0,1,0,0.008597,0.0008597,0,0.006285,0.002063453,997.2,76,1392,635.6883933,0,0,0,0,0,0,Windows10
691,0.1,0.1,0.5,0.3,0,0,1,0,0,0.015332,0.0015332,0,0.010212,0.003282773,365,54,1514,584.4161379,0.7,309.8,0,1460,585.110208,0,Windows10
692,0,0,0,0,0,0,0,1,0,0.001319,0.0001319,0,0.00087,0.000287814,1127.8,71,1392,556.9825052,0,0,0,0,0,0,Windows10
